Image_Name,Caption,Gender,Age,Height,Weight,BMI,BMI Classification with Gender
image_24.jpg,"F/30/5'1"" [168Ibs > 144Ibs = 24Ibs] weight loss progress",F,30,"5'1""",,,Obese
image_25.jpg,F/31/5’7” [205 ish > 150 = 55 pounds lost] Pictures taken over three years apart,F,31,5’7”,150.0,29.294541922417174,Overweight
image_26.jpg,M/27/5’11” [202lbs > 181lbs = 21lbs] Weight Loss in 35 days,M,27,5’11”,181.0,35.34874725305006,Obese
image_27.jpg,M/23/5’7’’ [156lbs > 160lbs = 4lbs] 4 months gym progress,M,23,5’7’’,160.0,25.059265088456662,Overweight
image_28.jpg,M/24/5'6 [225 > 150 > 165 > 180 = 75lbs lost and 30lbs gained] 4 years ago I decided to change my life and make lifting weights my life. Now living my best life. Right 2 pics are at 180lbs at the end of my current bulk.,M,24,5'6,150.0,24.210365225138165,Normal weight
image_29.jpg,M/22/6’2” [252lbs>196lbs =56lbs] finally starting to see some shape!,M,22,6’2”,196.0,26.58208433700818,Overweight
image_30.jpg,"F/28/5’3” [120lbs > 125lbs = 5lbs gained] (2 months) Been focusing more on glutes lately, hoping for more volume and have been eating more regularly. Next focus will most likely be arms.",F,28,5’3”,125.0,24.412118268680977,Normal weight
image_31.jpg,"F/33/5'4 [280>170=110] (4 years)  been maintaining for 1 year, 25 more to go!",F,33,5'4,170.0,29.180110118032736,Overweight
image_32.jpg,M/24/5’9” [308>185=123] 4 years of pain and suffering paid off,M,24,5’9”,185.0,36.12993503764785,Obese
image_33.jpg,"M/31/5'9"" [121 > 153 = 32] (5 years, 5 months) Not an overnight transformation, but have gone from no exercise to continually working to improve my fitness, and feel great for it.",M,31,"5'9""",153.0,22.593900008215893,Normal weight
image_34.jpg,"F/31/5’2” [236>186=50lbs] (12 months) Lifting heavy, mostly consistently and eating consciously, prioritizing protein and veggies. I’m just trying to get strong and healthy, done trying to be the skinniest I can be.",F,31,5’2”,186.0,36.325231983797295,Obese
image_35.jpg,F/25/5’2” [172lbs > 155lbs = 17lbs] (8 months) I’m just getting started but already feeling better,F,25,5’2”,155.0,30.271026653164412,Obese
image_36.jpg,"M/32/6'1"" [97kg-90kg] (2 months) 55 days of killing myself to get into shape.",M,32,"6'1""",,,Obese
image_37.jpg,F/30/5’7 [292-219=73lbs] (9 months) amazing what a good haircut can do 💇‍♀️,F,30,5’7,,,Obese
image_38.jpg,M/37/6’1” [140lbs - 167lbs] (3yrs),M,37,6’1”,,,Obese
image_39.jpg,"F/28/5'2"" [250>194=56] (4 years of yo-yoing) (The last place I posted this side by side people told me they couldn't tell any difference :c)",F,28,"5'2""",194.0,35.48267096534193,Obese
image_40.jpg,"F/31/5'6"" [120lbs < 125lbs = 5lbs] Gym Progress",F,31,"5'6""",,,Obese
image_41.jpg,"M/37/5'9"" [310lbs>200lbs=110lbs] (8 months) - Went sober and overhauled my diet. I feel like a new man!",M,37,"5'9""",200.0,29.534509814661302,Overweight
image_42.jpg,M/26/6’0 [125-180] (4 years) Gym Progress,M,26,6’0,,,Obese
image_43.jpg,"F/27/5'4"" [247lbs>199lbs=48lbs] (13 months) You were so kind about my face gains yesterday - here's my body progress. Still a long way to go, but feel so much better.",F,27,"5'4""",199.0,34.15789360875597,Obese
image_44.jpg,"F/28/5'5"" [250lbs>219lbs=31lbs] (80 days) Feeling like my stomach and double chin will never shrink :(",F,28,"5'5""",219.0,36.44310351342596,Obese
image_45.jpg,"M/36/5’10” [238 > 207.5 = 27.5] (2 months) SW(Last photo): 238 GW: ~175 or 180 (in compare photos left is 218lbs on Feb 2nd, right is 208lbs on Feb 18th)",M,36,5’10”,,,Obese
image_46.jpg,F/29/5’8” [355 lbs >215 lbs = 140 lbs](~2 years) hit 140 lbs down during my birthday week!!,F,29,5’8”,215.0,41.98884342213128,Obese
image_47.jpg,M/35/5’11” [221<210=11lbs] (11 weeks),M,35,5’11”,,,Obese
image_48.jpg,F/21/5’4 [140 > 122 = 18 lbs] feeling better than ever!,F,21,5’4,122.0,20.941020202352902,Normal weight
image_49.jpg,"F/19/5'3""[108>135 = 27lb gained] Been on a weight gain journey for about a year now, first pic I took at the start of 2023 the second pic was taken few days ago. I can say I am happy with my progress and feel alot more confident! To all of you on the same journy you can do it😆🥰 Please be nice btw🥺😂",F,19,"5'3""",135.0,23.913911773401782,Normal weight
image_50.jpg,F/28/5’9” [202lbs > 169lbs = 33lbs] (almost at 1 year progress) body recomposition gained a lot of muscle and feeling so much stronger! 👊🏻,F,28,5’9”,169.0,33.005183899256686,Obese
image_51.jpg,"M/29/5'11 [242 lbs>211lbs= 31lbs] Same shirt, 6 months apart",M,29,5'11,211.0,29.428200812362746,Overweight
image_52.jpg,M/39/5’8 [415lbs > 215lbs = -200 lbs] Had issues with original account but im back! 10 year gap between pics but feeling younger and more alive.,M,39,5’8,215.0,32.690276020690455,Obese
image_53.jpg,F/31/5’7 [393-250= 143 lbs down] (19-20ish months I honestly have lost track) Still have a way to go. Lost almost all of it naturally just started semiglutide a few weeks ago. Happy with who I was excited for who I’m becoming ☺️☺️,F,31,5’7,,,Obese
image_54.jpg,F/28/5’7” [228lbs > 147lbs = 81lbs] Weight loss progress,F,28,5’7”,147.0,28.708651083968828,Overweight
image_55.jpg,M/35/6'1 [205lbs > 225lbs = 20lbs] (3 years at the gym),M,35,6'1,225.0,29.684842631085154,Overweight
image_56.jpg,F/27/5’6” [189lbs>153lbs=36lbs] Reached a huge milestone the other day. I’m no longer overweight!,F,27,5’6”,153.0,29.880432760865517,Overweight
image_57.jpg,"M/25/5’10” [200 > 182.7 = 17.3] Goal weight 155. Is it over, or will my face get more defined/attractive?",M,25,5’10”,,,Obese
image_58.jpg,"M/24/6'0"" [360lbs > 255lbs = 105lbs](13 months) I told myself I'd post progress pics once I cleared 100lbs, so here we are!",M,24,"6'0""",255.0,34.58383421396472,Obese
image_59.jpg,"F/27/5'4"" [247lbs>199lbs=48lbs] About halfway to my GW, but I'm so surprised at how much it has changed my face and all over glow already!",F,27,"5'4""",199.0,34.15789360875597,Obese
image_60.jpg,M/35/6’ [403lbs>248lbs=155lbs] More to go but feeling great. Can really see it in my face,M,35,6’,248.0,33.63447405907157,Obese
image_61.jpg,F/23/5’3” [148lbs > 127.2lbs?] 1 year face gains !,F,23,5’3”,,,Obese
image_62.jpg,"M/33/5’11” [195 > 195 = 0] (6 months) Different lighting, different angle, post-lift pump, etc. I still can’t believe the change I’ve made to my physique in such a short time.",M,33,5’11”,195.0,38.08290449914233,Obese
image_63.jpg,F/19/5’3 [147>127lbs=20lbs] Found this picture from 8 months ago in my black hair era!,F,19,5’3,127.0,22.496791075718715,Normal weight
image_64.jpg,F/20/5’7 [145>120=-25lbs] My legs before and after starting to run 5-6 miles daily,F,20,5’7,120.0,18.794448816342495,Normal weight
image_65.jpg,"M/25/6'1"" [350lbs > 175lbs = -175lbs] 36+ months. Feeling good!",M,25,"6'1""",175.0,23.088210935288455,Normal weight
image_66.jpg,F/25/5’10” [265lbs >211lbs =54lbs lost] More fat to go and muscle to gain but I'm shocked at the 5 year difference!,F,25,5’10”,211.0,41.20765563753349,Obese
image_67.jpg,F/63/5’4”[223>155=68lbs] Exactly two years apart on my birthday. If I can do it so can you!,F,63,5’4”,155.0,30.271026653164412,Obese
image_68.jpg,"F/35/4'11"" [260+ lbs > 200lbs = 60lbs] (9 months) Grief (and sobriety and CICO) does a thing",F,35,"4'11""",200.0,40.39465706050057,Obese
image_69.jpg,M/32/5’10” [254lbs>184lbs=70lbs] one moment of embarrassment forced change,M,32,5’10”,184.0,35.9346380914984,Obese
image_70.jpg,F/31/5’1” [108lbs > 135lbs = 27lbs] (6+ years) So stoked on the person I’ve become. My mental strength gainz have allowed me to better support my loved ones and myself 💪🏻,F,31,5’1”,135.0,26.36508773017546,Overweight
image_71.jpg,"M/30/5’5” [227>169=58lbs] (36 months) Long journey, but feeling myself again",M,30,5’5”,169.0,33.005183899256686,Obese
image_72.jpg,F/26/5'10 [317-241] 76 Ibs. 7 months.,F,26,5'10,,,Obese
image_73.jpg,F/24/5’7” [200lbs >160lbs =40lbs lost] not where I want to be but not where I was before. Same shorts of course.,F,24,5’7”,160.0,31.247511383911654,Obese
image_74.jpg,M/21/5’10 [310–>170] (16 months) From the lowest point of my life to the best I’ve ever felt in my life. Don’t even recognize the guy on the left anymore.,M,21,5’10,,,Obese
image_75.jpg,M/26/5'5 [130lbs > 185lbs = 50lbs] weight gain progress,M,26,5'5,185.0,30.78527009125024,Obese
image_76.jpg,M/37/6'2 [450 < 365]  (18 months) NSV. Bought these pants to wear to interviews as I was changing careers. Now they fall off me.,M,37,6'2,,,Obese
image_77.jpg,F/22/4'11 [120lbs > 105lbs] Face gains after 15lbs weight loss,F,22,4'11,,,Obese
image_78.jpg,M/27/6'1 [375>265=110lb] (36 months) hit my 3 year weight loss landmark,M,27,6'1,265.0,34.96214798772252,Obese
image_79.jpg,F/24/5’6 [176lbs>148lbs] 06 months into pilates,F,24,5’6,,,Obese
image_80.jpg,M/20/6’1” [159lbs > 228lbs = 70lbs] Weight gain progress,M,20,6’1”,228.0,30.922016473662577,Obese
image_81.jpg,"X/31/5'1"" [191lbs > 181lbs = 20lbs] (12 months) Lotta stagnation this year, but pleasantly surprised to see progress!",X,31,"5'1""",181.0,34.19927173098098,
image_82.jpg,F/28/5’6 [330>150=180] (48 months) I am posting this for inspiration. You can do this!,F,28,5’6,150.0,24.210365225138165,Normal weight
image_83.jpg,F/24/5’8 [126lb > 128lb] 7 week glute progress,F,24,5’8,,,Obese
image_84.jpg,F/30/5'8 [202>146=56] (8 months) Feb 2023 vs Feb 2024! Maintained since October. Now ready for recomp!,F,30,5'8,146.0,22.198978134980493,Normal weight
image_85.jpg,M/32/5’6” [160 lbs < 170 lbs] (2 years) we still growing.,M,32,5’6”,,,Obese
image_86.jpg,"F/32/5'5"" [228lbs > 197lbs = -31lbs] Hello, onederland!",F,32,"5'5""",197.0,32.782152475547555,Obese
image_87.jpg,"F/29/5'3"" [167lbs > 137.8lbs = 29.2lbs] Weight loss progress",F,29,"5'3""",,,Obese
image_88.jpg,F/29/5’3” [182>130=52lbs] ~2 years of low n slow progress 😎,F,29,5’3”,130.0,25.38860299942822,Overweight
image_89.jpg,M/25/5’8 [108 KG > 80 KG = 28 KG] (7 months) Keto diet + gym + cardio,M,25,5’8,80.0,12.163823635605752,Underweight
image_90.jpg,F/49/5'7 [169<199 = 30 pounds] 6 months.  I just physically feel so much better all around!,F,49,5'7,,,Obese
image_91.jpg,"F/28/5’2 [184 > 150 = 34 pounds lost] (six months) 20 more until I’m back to my pre-injury weight, 30 until I hit my wedding goal",F,28,5’2,150.0,27.435054870109738,Overweight
image_92.jpg,M/26/6’1” [350lbs > 175lbs = 175lbs] Some up and down progress over a few years,M,26,6’1”,175.0,23.734003872328735,Normal weight
image_93.jpg,"M/20/6'3"" [213lbs 207lbs = 6lbs] (13 months) started cutting now",M,20,"6'3""",,,Obese
image_94.jpg,M/18/6’2 [150 > 160 = 10 lbs gained] (5 months) Is this underwhelming progress for 5 months?,M,18,6’2,160.0,20.542556790007662,Normal weight
image_95.jpg,F/34/5'3 [140# -> 140#] - do you see any changes?,F,34,5'3,,,Obese
image_96.jpg,F/37/5’6” [347lbs > 132lbs = 215lbs] (8 years) Finally done trying to lose weight,F,37,5’6”,132.0,25.779196891727114,Overweight
image_97.jpg,F/32/5’5” [116kg > 113kg] Progress after just a month of 1-2hrs of daily walks and basic weightlifting.,F,32,5’5”,,,Obese
image_98.jpg,F/35/5’2 [151lbs > 122lbs = 29lbs lost] Weight Loss Progress,F,35,5’2,122.0,22.313844627689253,Normal weight
image_99.jpg,M/42/6’1” [460lbs > 270lbs = 190lbs] (14 months) It’s been a journey…,M,42,6’1”,270.0,36.61817740302148,Obese
image_100.jpg,M/25/6'1 [320>245=75 pounds] gathered up all my progress pics for this one. More info at bottom.,M,25,6'1,245.0,32.32349530940383,Obese
image_101.jpg,F/31/5’5” [315lbs > 219lbs = 96 lbs lost] and not done yet!,F,31,5’5”,219.0,42.77003120672907,Obese
image_102.jpg,F/30/5’5 [304lbs > 280lbs = 24lbs lost] (1.5 months) I don’t have anyone to share this with so I am posting here.,F,30,5’5,280.0,46.593922300270634,Obese
image_103.jpg,M/22/5’7 [296 lbs- 249 lbs. -47 lbs] (5 months) mainly just diet changes up to this point. Looking to get in the gym and keep going!!,M,22,5’7,,,Obese
image_104.jpg,"M/33/6’0” [230lbs > 188lbs = 42lbs] (10 months) Weightlifting and CICO is changing my life, and I’m not close to done.",M,33,6’0”,188.0,25.49710130284458,Overweight
image_105.jpg,M/27/5’7 [285-175=110lbs] This month was the 2 year mark of many lifestyle changes. Thanks to this sub for all the inspiration,M,27,5’7,,,Obese
image_106.jpg,"M/24/5'10"" [280 > 210 = 70lbs] (3 years) I feel reborn.",M,24,"5'10""",210.0,30.131528834486236,Obese
image_107.jpg,"M/29/6'2"" [522 > 372 = 150 Lost] (2.5 years) Celebrated 150lbs lost this week, my facial change so far",M,29,"6'2""",372.0,47.76144453676782,Obese
image_108.jpg,"M/22/5'5"" [80kg>70kg] (9 months) Face Gains",M,22,"5'5""",,,Obese
image_109.jpg,"M/28/5'11"" [125lbs > 139lbs = 14lbs] weight gain feedback",M,28,"5'11""",139.0,19.386350298191573,Normal weight
image_110.jpg,"M/25/170 [47kg > 76kg = 29kg] 5years of fighting against heavy depression and health problems (liver, heart, etc.). I did a lot of yo-yoing, but I finally managed to stabilize my weight and slowly appreciate my body. That was hard but i make it step by step",M,25,170,,,Obese
image_111.jpg,F/31/5’2 [165 > 130 = 35 lbs] 8/9 yr journey,F,31,5’2,130.0,23.77704755409511,Normal weight
image_112.jpg,M/17/5’9” [235lbs>165lbs = 70lbs] how puberty and weight loss changed my face,M,17,5’9”,165.0,32.223996114658895,Obese
image_113.jpg,F/37/5'4 [275 > 175 = 100lbs] (48 months) I did this hard work. I don't think I'll ever be truly finished. But I'm proud of myself. Body pic in thread.,F,37,5'4,175.0,30.038348650916056,Obese
image_114.jpg,F/26/5’6” [174.3 lbs > 153.9 lbs = 20.4 lbs pounds lost] It’s my birthday!,F,26,5’6”,,,Obese
image_115.jpg,F/36/5’5 [225>165=60 pounds] (8 months) Feeling good today… 15 pounds away from “normal weight”,F,36,5’5,165.0,27.457132784088053,Overweight
image_116.jpg,"M/25/5'9"" [132lbs > 171lbs = 39lbs] (72 months)",M,25,"5'9""",171.0,25.252005891535415,Overweight
image_117.jpg,F/40/5’5 [150 - 170lbs] Visible progress despite major setbacks,F,40,5’5,,,Obese
image_118.jpg,M/26/5’6” [183lbs > 160lbs = 23lbs] 1 year,M,26,5’6”,160.0,31.247511383911654,Obese
image_119.jpg,"F/27/5’3” [109 > 174 > 120 = 55lbs] 15 months postpartum. My physique has definitely changed but I’m starting to better accept them. Honest thoughts please, should I continue to try to lean down or just work on growth? I miss my thin legs but I feel like it may be better for my butt?",F,27,5’3”,174.0,33.981668630003924,Obese
image_120.jpg,F/34/5’1”[178lbs>143lbs=35lbs] I thought I would be miserable with how I looked for forever,F,34,5’1”,143.0,27.927463299371045,Overweight
image_121.jpg,F/34/5'4 [216 > 160 =56lbs] (4 yrs) my shirt got bigger!,F,34,5'4,160.0,27.463633052266104,Overweight
image_122.jpg,F/24/5’5” [225>153=72lb] (16ish months) Going from begrudgingly taking family pictures on my last vacay to asking for pictures on my most recent >>>,F,24,5’5”,153.0,29.880432760865517,Overweight
image_123.jpg,M/21/5’8” [60>48kg] 8 months progress,M,21,5’8”,,,Obese
image_124.jpg,"F/30/5'6"" [220 lbs > 140 lbs = 80lbs] 7/1/22-current",F,30,"5'6""",140.0,22.59634087679562,Normal weight
image_125.jpg,M/23/6’1”[63kg(138lb) > 78kg (171lb) = 15kg (33lb) Gained] (2.5yrs),M,23,6’1”,,,Obese
image_126.jpg,M/30/6’4” [266lbs > 215lbs = 51lbs] 50 lbs in 94 days! 8 inches off of waist size. Don’t hate too much in the comments!,M,30,6’4”,215.0,29.158919043146728,Overweight
image_127.jpg,X/19/5’11” [320lbs > 265lbs = 55lbs] (12 months) Same hoodie different person,X,19,5’11”,265.0,51.753690729603676,
image_128.jpg,F/27/5’10” [228lbs > 198lbs = 30lbs] Weight loss progress,F,27,5’10”,198.0,38.66879533759067,Obese
image_129.jpg,"F/25/5'8"" [150lbs > 135lbs = 15lbs] Getting closer to my goal",F,25,"5'8""",135.0,20.526452385084706,Normal weight
image_130.jpg,F/19/5’0” [132lbs > 99lbs = 33lbs] (1 year 3 months) Weight loss :D Recently started going to the gym,F,19,5’0”,99.0,19.334397668795337,Normal weight
image_131.jpg,"M/21/5'7 [250lbs > 196lbs = 54lbs] (1.5yrs) Lost a lot of fat, gained more muscle. I still haven't reached my goal but I am so proud of myself for how far I've gotten.",M,21,5'7,196.0,30.69759973335941,Obese
image_132.jpg,"F/30/5'9 [221lbs < 176lbs = 44lbs lost] (3.5 months) - Keto since november, omad(IF) since december and gym since 14.1.",F,30,5'9,,,Obese
image_133.jpg,M/26/6’4[294lbs>248lbs=46 lbs] (1 year 2 months) - Started out with on and off IF/OMAD then I just fell in love with the gym and getting better along with calorie deficits the right way. Today marks 7 months of not missing the gym at all and I feel so motivated to achieve more! :),M,26,6’4,248.0,30.18717339373737,Obese
image_134.jpg,F/24/5’5” [115lbs > 140lbs = 25lbs gained] (36 months) Fitness trainer,F,24,5’5”,140.0,27.341572460922695,Overweight
image_135.jpg,F/33/5’6” [235lbs>217lbs= 18lbs] vegan since 1/10/24 started running 2/1/24,F,33,5’6”,217.0,42.37943731443018,Obese
image_136.jpg,F/32/5’5” [162lbs > 117lbs] 9 months progress,F,32,5’5”,,,Obese
image_137.jpg,M/18/5’8” [117 > 170 = 53 lbs] 1 Year weight gain progress,M,18,5’8”,170.0,33.20048084540613,Obese
image_138.jpg,"F/32/5’6” [134lbs > 145lbs = 11lbs] a little over a year after increasing my gym regiment, especially over the last 3 months",F,32,5’6”,145.0,28.318057191669933,Overweight
image_139.jpg,M/28/5’11 [115 lbs < 160 lbs = 45lbs] weight gain progress,M,28,5’11,,,Obese
image_140.jpg,F/28/5’2 [231lbs > 136lbs = 95lbs] finally hit the 5 year maintained mark!,F,28,5’2,136.0,24.8744497488995,Normal weight
image_141.jpg,M/30/5’10” [236lb>200lb>146lb] (11 months),M,30,5’10”,,,Obese
image_142.jpg,M/32/6'3'' [435LBS > 213 = -222LBs] 💪💪,M,32,6'3'',213.0,26.62287969909273,Overweight
image_143.jpg,"M/36/5'7"" [210 lbs > 180 lbs] Face gains from healthier lifestyle",M,36,"5'7""",180.0,28.191673224513742,Overweight
image_144.jpg,M/26/6’0”[90kg>73kg=17kgs lost] last year’s progress,M,26,6’0”,,,Obese
image_145.jpg,F/24/5’7” [260lbs > 196lbs = 64lbs] September 2023 v Now.,F,24,5’7”,196.0,38.27820144529178,Obese
image_146.jpg,"F/60/5'1 [220lbs > 140lbs = 80lbs] (Decades, but most recently 5 months)...Almost there! My daughter told me to come here to find a weight loss community. Please excuse my very old ""before"" photo it's the best I could find.",F,60,5'1,140.0,26.45247537202949,Overweight
image_147.jpg,"F/23/5'8"" [360lbs > 244lbs = 116lbs] (8 months) Valentines Day Update",F,23,"5'8""",244.0,37.09966208859754,Obese
image_148.jpg,F/20/5’8 [167 lbs > 160 lbs = 7 lbs lost ] One year difference !,F,20,5’8,160.0,24.327647271211504,Normal weight
image_149.jpg,F/31/5’6” [222 > 202=20 lbs] (3 months) I’m waiting til next week but I’m 197 now :’),F,31,5’6”,202.0,39.44998312218846,Obese
image_150.jpg,F/20/5'7 [147lbs>121lbs=-26lbs] Leg progress!! Photos are exactly 1 year apart,F,20,5'7,121.0,18.95106922314535,Normal weight
image_151.jpg,F/35/5’4” [214lbs>190lbs = 24lbs] One year ago vs Now,F,35,5’4”,190.0,37.106419768395085,Obese
image_152.jpg,"F/31/5'7""[242>228= 14lbs] one month",F,31,"5'7""",228.0,35.70945275105075,Obese
image_153.jpg,M/32/6’4” [285lbs > 240lbs = 45lbs] 15+ years lifting experience,M,32,6’4”,240.0,32.54949102490797,Obese
image_154.jpg,M/39/5’8” [360>323= 37 lbs down] I didn’t notice face gains until recently,M,39,5’8”,323.0,63.08091360627164,Obese
image_155.jpg,F/25/5'6 [240 > 233 = 7] (1.5 months),F,25,5'6,233.0,37.60676731638129,Obese
image_156.jpg,F/22/5’5 [130<142] 2 year difference. Started Lifting more seriously,F,22,5’5,,,Obese
image_157.jpg,F/35/5’9” [281lbs>180lbs=101lbs] Face gains,F,35,5’9”,180.0,35.15345030690061,Obese
image_158.jpg,F/31/5’6” [212 > 202 = 10] (2 months diff),F,31,5’6”,202.0,39.44998312218846,Obese
image_159.jpg,F/37/5’7” - [285lbs - 235lbs = 50] Face gains? My clothes are smaller. But I genuinely have trouble seeing a difference.,F,37,5’7”,,,Obese
image_160.jpg,"M/35/5'11""[415lbs>215lbs=200lbs lost](9 years)",M,35,"5'11""",215.0,29.986081396483367,Obese
image_161.jpg,F/19/5’5” [210lbs > 160lbs = 50lbs] (12 months) Also only been working out since June of 2023. also don’t know if the weights are right bc I don’t weigh in often.,F,19,5’5”,160.0,31.247511383911654,Obese
image_162.jpg,F/26/5’6” [265>240=-25lbs] October 2022 to February 2024. it’s hard to see the difference all the time.,F,26,5’6”,240.0,46.87126707586748,Obese
image_163.jpg,M/36/5’7” [308lbs > 278lbs = 30lbs] (27 months) FACE GAINS! I gotta do CICO because I am stuck for few months... but feel 10 years younger,M,36,5’7”,278.0,54.292551029546495,Obese
image_164.jpg,F/26/5’3” [215-169lbs = 46lbs] I had to get the bridesmaid dress I ordered in November altered a little!,F,26,5’3”,,,Obese
image_165.jpg,F/28/5’6” [230lb > 170 = 60 lb] 11 months! currently a full year into strength training getting back on track,F,28,5’6”,170.0,33.20048084540613,Obese
image_166.jpg,F/31/5’4” [235 > 175= 60lbs] (15 months) updated face gainsss!,F,31,5’4”,175.0,34.17696557615337,Obese
image_167.jpg,"F/44/5'5"" [242lbs - 210lbs = 32lbs] 1 year ago, I decided to make my health a priority ✌",F,44,"5'5""",,,Obese
image_168.jpg,F/38/5’6 [242 > 148 = 94] 11 months,F,38,5’6,148.0,23.887560355469656,Normal weight
image_169.jpg,F/23/5’2” [205lbs > 185lbs= 25lbs] progress Pics,F,23,5’2”,185.0,36.12993503764785,Obese
image_170.jpg,F/23/5’2 [117 - 112 = 5 lbs (but not counting) ] 6 months of working that butt lift 😁,F,23,5’2,,,Obese
image_171.jpg,"M/26/6’5” [285lbs - 255lbs = 30lbs] Started January 1 2024, weighed in today at 255, the goal is to get to 220 by May 24 for a Muay Thai provincial tournament",M,26,6’5”,,,Obese
image_172.jpg,M/25/5’10” [300lbs > 195lbs= 105lbs] Weight loss progress,M,25,5’10”,195.0,38.08290449914233,Obese
image_173.jpg,F/45/5'7” [182lbs > 145lbs = 37lbs] Weight loss progress and hair loss issue,F,45,5'7”,145.0,28.318057191669933,Overweight
image_174.jpg,F/29/5’3”[275>226lbs=49lbs] (10months) The scale hasn’t moved in over a month 🙃,F,29,5’3”,226.0,44.13710982977521,Obese
image_175.jpg,M/33/5’9” [180lbs - 175lbs - 215lbs] feeling good about myself 14 years later.,M,33,5’9”,,,Obese
image_176.jpg,M/34/6'0[255lbs>235lbs=20lbs] Been feeling great lately.,M,34,6'0,235.0,31.871376628555726,Obese
image_177.jpg,M/26/6’2’’ [385>273= 112 lost] (9 months) out of my comfort zone,M,26,6’2’’,273.0,35.05073752295058,Obese
image_178.jpg,F/35/5’2” [285lbs > 175lbs = 110lbs] trying to motivate myself to keep going,F,35,5’2”,175.0,34.17696557615337,Obese
image_179.jpg,M/25/180 [128kg > 105kg = 23 kg] 6 months progress and i'm pretty happy with it.,M,25,180,,,Obese
image_180.jpg,F/34/5’ 6” [184>144 = 40lbs] never thought I would get here!,F,34,5’,144.0,28.122760245520492,Overweight
image_181.jpg,F/28/5'6 [160 > 136 = 24] Progress so far. I would like to have some visible abs. Any advice is welcome!,F,28,5'6,136.0,21.950731137458604,Normal weight
image_182.jpg,F/16/5’8[156lbs>135lbs=11lbs-6 months],F,16,5’8,135.0,20.526452385084706,Normal weight
