Image_Name,Caption
image_189.jpg,M/34/6'0[255lbs>235lbs=20lbs] Been feeling great lately.
image_190.jpg,M/26/6’2’’ [385>273= 112 lost] (9 months) out of my comfort zone
image_191.jpg,F/35/5’2” [285lbs > 175lbs = 110lbs] trying to motivate myself to keep going
image_192.jpg,M/25/180 [128kg > 105kg = 23 kg] 6 months progress and i'm pretty happy with it.
image_193.jpg,F/34/5’ 6” [184>144 = 40lbs] never thought I would get here!
image_194.jpg,F/28/5'6 [160 > 136 = 24] Progress so far. I would like to have some visible abs. Any advice is welcome!
image_195.jpg,F/16/5’8[156lbs>135lbs=11lbs-6 months]
image_196.jpg,"F/32/5'9"" [348 > 283 = 65 lbs] Got to my HW in 6/2020. Yesterday, I did the zipline in Vegas because I'm under the weight limit of 300 lbs. So proud of how far I've come!"
image_197.jpg,F/32/5’9” [142lb > 142lb = 0lb] (10 months) Started working out regularly in 2023 and so stoked on my fitness progress!
image_198.jpg,M/23/5’9 [145lbs>161lbs = 16lbs gained] (2 months )
image_199.jpg,F/21/5'4 [108lbs>122lbs] 3 years of glute gains. I used to get roasted for being an Asian girl with no butt. So this is proof that anything's possible when you work hard for it
image_200.jpg,M/19/5'10 [290 > 170] (1.5 years) he'd be proud
image_201.jpg,"M/19/5’11 [267lbs > 187lbs = 80lbs] (7 months) still more to go, but two similar pictures let me see the difference a little better"
image_202.jpg,"M/26/5'10 [316>198] (118lbs) From self loathing to self love, slowly (3 years)"
image_203.jpg,"F/31/5'5"" [220lbs >151lbs =69lbs lost] (13 months)"
image_204.jpg,F/20/5’7” [180>170=10] (3 months) i don’t really weigh myself so I’m just estimating
image_205.jpg,M/20/6’2 [335 > 190 = 145 lbs lost] 10 months
image_206.jpg,F/25/4’11” [185 > 100 = 85lbs] Wanted to get in shape to pursue my dream of cosplaying again and I did it!
image_207.jpg,"F/19/5'2"" [164lbs > 125lbs = -39lbs] (24 months) - really happy about the person I became"
image_208.jpg,"M/39/5'8"" [233lbs > 171lbs = 62lbs] (19 months) The thing you don't see is how much I feel better mentally and physically!"
image_209.jpg,F/45/5’3” [270>195] (15 months) Face gains? Still a coffee addict!
image_210.jpg,"F/28/5’7” [220lbs > 180lbs = 40lbs] (1 year) Been thinking about it for years, been putting in the work since July!"
image_211.jpg,F/27/5’7 [160>140=-20] 9 month post partum journey
image_212.jpg,F/45/5’2.5” [238>195 lbs = 43 lbs] (9.5 months)
image_213.jpg,F/19/5’4 [160lbs > 154 lbs = 6 pounds down] (3 weeks) i don’t even know if a difference is noticeable but i notice that i feel a bit better (ignore the drawn on clothes lol)
image_214.jpg,F/28/5’3 [230 > 175 = 55lbs] (1 year) Face to face Friday! Sometimes it’s hard to see a difference but I notice less of a double chin and less fat in my face. I feel like I can fully smile now without being self conscious of my chin🥹
image_215.jpg,"F/35/5'4"" [215>145 = 70lbs] (1 year) I cannot believe my face changed this much"
image_216.jpg,"M/31/171 [97-85 6 weeks] Deleting my earlier post due to some errors in the title; nevertheless, happy to be able to post!"
image_217.jpg,F/22/5’11” [254lbs > 173lbs = 81lbs] December 2022 to February 2024! :)
image_218.jpg,F/28/5’7 [430>280=150] (9 months) I feel like an entirely different person
image_219.jpg,M/49/5'10 [125kg-88kg =37kg loss] (7 months) Face changes
image_220.jpg,F/33/5’3” [205lbs>120lbs=85lbs] (10 months)
image_221.jpg,M/45/6’2” [213lbs<228lbs=14lbs] (10 months)
image_222.jpg,M/35/5’10” [335lbs > 220lbs = 115lbs] Lifestyle overhaul
image_223.jpg,F/17/5’2”. July of 2022 to February of 2024. From 228 to 126
image_224.jpg,F/27/5’3” [240lbs > 180lbs = 60lbs] Progress so far!
image_225.jpg,"F/38/118 lbs/5'3"" [200>118=82 lbs] after being overweight or obese since 3rd grade, I feel like I could cry"
image_226.jpg,"M/21/6'2"" [171lbs > 143lbs = 28lbs] weight gain journey 2017-2024"
image_227.jpg,M/25/6’0 [235lbs>185lbs = 50lbs] (March 2023 to Feb 2024) 10 more pounds to go!
image_228.jpg,"M/39/5'9"" [189lbs > 159lbs = 30lbs] (10 weeks) gave up donuts"
image_229.jpg,F/29/5’7” [193 > 159 = 34] 10 months to get to a normal BMI!
image_230.jpg,F/21/5’7” [140kg > 75kg = 65kg] (28 months) photo recreation
image_231.jpg,M/25/5'7 [225 > 18 = 42 lbs] 18 months | Face gains!! Still have about 20-30 more pounds to go.
image_232.jpg,F/21/5’2 [78 Kgs > 72Kgs = 6 Kgs] (6 Months) Lower Body transformation
image_233.jpg,F/29/5’4 [178 lbs > 166 lbs= 12lbs] (12 months) Slowly but surely I will soon reach my GW ☺️
image_234.jpg,"F/27/5’9” [250lbs > 170lbs = 80lbs] about 1 year. Posting for encouragement because I gained 40lbs back after maintaining for 2 years. Got up to 210, back down to 199 currently. This time I’m going for 150!"
image_235.jpg,F/26/5’6” [240 > 199=41 lbs] weight loss progress
image_236.jpg,M/33/6’0” [406lbs > 231lbs = 175] Weight loss progress
image_237.jpg,M/37/6’1 [360lbs. > 275lbs. = 85lbs.] (3 years) I feel like an entirely new person
image_238.jpg,"M/32/5'8"" [287 lbs > 175 lbs = 112 lbs] (2 years, 4 months) Keeping it up and/or down."
image_239.jpg,"M/26/5'10""[300lbs>193lbs=107lbs] my journey so far 20 more pounds to go"
image_240.jpg,"F/32/5'9 [217>205=12 lbs] (1 month progress) Hard to tell if I lost more than just my pants, but the dress feels different!"
image_241.jpg,F/22/5’7” [305lbs > 198lbs = 107lbs] I haven’t been this weight since I was about 11 years old!
image_242.jpg,"F/34/5'8 [182>142 = 40 pounds lost]. 2 years and 4 months (16 months to lose, now a year into maintenance!)."
image_243.jpg,"M/26/5'8"" [58kg < 70kg = gain 12kg] 18 months. It's hard for me to gain weight. Hope you can see the change😊"
image_244.jpg,"F/30/5'6"" [267lbs>167lbs=100lbs lost] This process has changed my life. It's neverending, painstaking, terrifying, and so worth it!"
image_245.jpg,"M/39/6'0"" [230 > 220] (24 months) 2 years of bulk->shred->bulk progress"
image_246.jpg,"F/34/5'3 [254-182=72lbs down] [12 months time] never thought I'd see south of 200 after 5 kids, but here I am!"
image_247.jpg,"F/34/5'3 [254>182=72lbs down] 12 months between pics, longtime lurker, always wanted to get to a healthier version of myself and have never been this low weight in my adult life."
image_248.jpg,"F/24/5'3 [180lbs > 150lbs = 30lbs] (6 months) 2023: The year I decided to be a bad b*%ch again! I know weight loss medications are controversial on here, but they helped me break through a serious funk in my life. I'm now fully off my semaglutide program, but still SO grateful for the last 6 months."
image_249.jpg,F/30/5’6 [87kg > 69.5kg = 17.5kg] Same dress but a year and a half apart
image_250.jpg,"F/33/5'5""[336>263=73lbs](8 months) pictures are 1 year apart, same head tilt lol."
image_251.jpg,"F/34/5’11” [320lbs > 178lbs = 142lbs] After a 3 year journey, I’ve finally hit my goal weight."
image_252.jpg,F/30/5’8” [226 > 146 = 80 lbs] truly cannot believe these two pics are the same person
image_253.jpg,F/34/5’1 [205 > 180] 25lbs since August but I really see no noticeable difference.
image_254.jpg,F/26/5’6” [270 > 233 = 37 Ibs] I know it’s not a ton but I’m trying to celebrate I’ve done this in three and a half months
image_255.jpg,"F/32/5'3, [123 >146 > 133 = 10# gained] 7+ years of consistency and carbs"
image_256.jpg,M/40/6'2 [275lb>210lb] (65lb) longest I've ever stayed consistent at the gym
image_257.jpg,F/24/5’5” [180>140>125=55 pounds] (in 9 1/2 months) plus one year sober!!
image_258.jpg,"M/42/5’10” [220lbs>192lbs=28lbs] Posting for accountability, 12 more lbs to goal weight feeling out of reach."
image_259.jpg,"M/29/5'10"" [550>265=285] 25 month progress update."
image_260.jpg,"F/36/5'0"" [120lbs < 137lbs = 17lbs] almost 20lb bulk did I gain too much fat?"
image_261.jpg,"F/33/5'3"" [275lbs > 159lbs = 116lbs] Found out I was prediabetic from a new doctor because my old doctor was ""very certain"" I wouldn't listen to his suggestions...took matters into my own hands! My goal is 145LBs, wish me luck! <3"
